label,text,lex_feats
0,Ako Dominika bola v poriadku ale vaše služby nie su v poriadku . Aby som čakal 48 dní na opravu telefónu ked v reklamačnom poriadku je stanovené najviac 30dní nehnevajte sa to je uz veľa a žiadne vyrozumenie ako sa bude postupovať neprišla tak skúste popracovať na tomto . Ďakujem .,"[0.03454184532165527, 0.0011142530711367726, 31.0, 0.6595744490623474, 0.7571428418159485, -0.7226009964942932, 0.1041666641831398, -0.17499999701976776, 0.0, 0.0]"
1,Mali sme viac krat problem s mobilom. Vzdy nam ochotne pomohol. Skutocne odbornik na svojom mieste.,"[0.3246951103210449, 0.0463850162923336, 7.0, 0.4375, 0.48540937900543213, -0.1607142835855484, 0.25, -0.1607142835855484, 0.0, 0.0]"
1,Skvely personal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Ochotny, kompetentny, rychly","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Našu požiadavku vybavil ochotne,na počkanie,k našej spokojnosti.      Ďakujem","[0.38461539149284363, 0.048076923936605453, 8.0, 0.800000011920929, 0.38461539149284363, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,"vybavil ma veľmi milo, presne čo som chcel, nevnucoval mi žiadne produkty---sympaťák...","[0.35327380895614624, 0.03532738238573074, 10.0, 0.7692307829856873, 0.44702380895614624, -0.09375, 0.1666666716337204, -0.09375, 0.0, 0.0]"
1,"Moderný dizajn, nie je čo vytknúť :)","[0.07202381640672684, 0.01800595410168171, 4.0, 0.6666666865348816, 0.2470238208770752, -0.17499999701976776, 0.1666666716337204, -0.17499999701976776, 0.0, 0.0]"
0,"Poziadal som o sparovanie platby s nespravnym VS, uviedol som vsetky podrobnosti potrebne pre sparovanie (vypis z banky atd.) a dostal odpoved, ze moj doklad bol spracovany. Druhy den mi dosla upomienka na tu istu fakturu, ze je to stale este nezaplatene/nesparovane.","[-0.11976682394742966, -0.006303517147898674, 19.0, 0.4523809552192688, 0.44025298953056335, -0.560019850730896, 0.1964285671710968, -0.1875, 0.0, 0.0]"
1,Ďakujem za promptne zodpovedanie mojej otázky.,"[0.0625, 0.03125, 2.0, 0.3333333432674408, 0.0625, 0.0, 0.0625, 0.0, 0.0, 0.0]"
1,Ľudský prístup a starostlivosť o pitný režim :),"[0.35606062412261963, 0.05934343859553337, 6.0, 0.8571428656578064, 0.41161614656448364, -0.0555555559694767, 0.25, -0.0555555559694767, 0.0, 0.0]"
1,"Orientácia v problematike, promptnosť, komunikácia, ochota... a samozrejme úsmevnosť","[0.20928031206130981, 0.034880053251981735, 6.0, 0.6666666865348816, 0.2648358643054962, -0.0555555559694767, 0.15625, -0.0555555559694767, 0.0, 0.0]"
1,"ústretový , odborne zdatný","[0.15625, 0.15625, 1.0, 0.3333333432674408, 0.15625, 0.0, 0.15625, 0.0, 0.0, 0.0]"
1,"Profesionálny prístup, ústretovosť.","[0.0496031753718853, 0.02480158768594265, 2.0, 0.6666666865348816, 0.0496031753718853, 0.0, 0.0357142873108387, 0.0, 0.0, 0.0]"
1,"Ochota, prístup k zákazníkovi a odborné znalosti. Všetko na 100% a bez akýchkoľvek výhrad. Ďakujem.","[0.10882173478603363, 0.010882173664867878, 10.0, 0.7142857313156128, 0.38659951090812683, -0.2777777910232544, 0.3214285671710968, -0.1666666716337204, 0.0, 0.0]"
1,"Pani Zuzana je veľmi milá ochotná pomôcť a aj poradiť, ja som bola milo prekvapená a prajem aby ste mali veľa takýchto spolupracovníkov, Super, Ďakujem!","[1.1344246864318848, 0.05156475678086281, 22.0, 0.8799999952316284, 1.4747024774551392, -0.340277761220932, 0.5416666865348816, -0.125, 1.0, 0.0]"
1,Celková spokojnosť,"[0.19374999403953552, 0.09687499701976776, 2.0, 1.0, 0.19374999403953552, 0.0, 0.10000000149011612, 0.0, 0.0, 0.0]"
1,Bol ustretovy a k mojej spokojnosti vybavil moju poziadavku.,"[0.07191697508096695, 0.014383395202457905, 5.0, 0.5555555820465088, 0.12747253477573395, -0.0555555559694767, 0.10000000149011612, -0.0555555559694767, 0.0, 0.0]"
1,Chcem podakovat za prijemne vysupovanie a ochotu dakujem pekne,"[0.2256944477558136, 0.07523148506879807, 3.0, 0.3333333432674408, 0.375, -0.1493055522441864, 0.375, -0.09375, 0.0, 0.0]"
0,Nieje kde sadnuť ked si kupime kávu z automatu ked je vonku zima.,"[0.01785714365541935, 0.0029761905316263437, 6.0, 0.4615384638309479, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Týmto sa chcem srdečne poďakovať operátorovi Romanovi, za rýchlu odozvu, ochotu a trpezlivosť . Vysvetlil mi všetky nejasnosti ohľadne nového paušálu a jeho účtovania, a tak môžem v kľude využívať predplatné služby. Želám mu veľa zdaru v práci. <SIGNATURE>","[0.4677707552909851, 0.021262306720018387, 22.0, 0.5789473652839661, 0.9398809671401978, -0.47211021184921265, 0.5, -0.09375, 1.0, 0.0]"
0,Predajca mi zle aktivoval datovy balik ziadal som o 2 GB dat pri novom cisle a on aktivoval 1GB dat. Zistil som to az doma cez aplikaciu <COMPANY4> hned som volal na zak.linku a opravili to. Dalej zavadzal ze ak pri novom cisle dobiem kartu zyskam 25 percent kreditu navyse. No a povedal ze teraz ak dobijem 10 eur na predajni tak ziskam 12 co sa nestalo na zak. linke povedali presne akymi formami to je mozne ziskat. Des a hruza z tou co mi to predavala.Aspon ze bola zdvorila.,"[-0.915090799331665, -0.023463865742087364, 39.0, 0.4431818127632141, 0.5745421648025513, -1.4896329641342163, 0.1666666716337204, -0.75, 0.0, 1.0]"
1,vsetko v poriadku,"[0.1041666641831398, 0.0520833320915699, 2.0, 0.6666666865348816, 0.1041666641831398, 0.0, 0.1041666641831398, 0.0, 0.0, 0.0]"
1,"Ďakujem za trpezlivosť a ochotu. Aj keď som niečo nechápala, vysvetlila mi to ešte raz a pomaly. Riešila som faktúru a chcela som sa spýtať na veci ohľadom roamingu- vyriešila som to aj s ňou- vedela mi na všetko odpovedať. Takto si predstavujem človeka, ktorého baví jeho práca a svojim prístupom zlepší deň zakaznikovi. Profesionalita, príjemný hlas,milý človek.","[1.1960445642471313, 0.034172702580690384, 35.0, 0.5932203531265259, 2.1031746864318848, -0.9071300625801086, 0.5416666865348816, -0.3125, 2.0, 0.0]"
1,"rýchle a bezproblémové vybavenie, som vďačná","[0.2167658805847168, 0.04335317760705948, 5.0, 0.8333333134651184, 0.2723214328289032, -0.0555555559694767, 0.1875, -0.0555555559694767, 0.0, 0.0]"
1,"Našla chybu kolegine ,slušne a profesionálne sa správala.Problém vyriešila.","[0.0027949362993240356, 0.00046582272625528276, 6.0, 0.6000000238418579, 0.32211539149284363, -0.3193204402923584, 0.1875, -0.1328125, 0.0, 0.0]"
1,"Velmi milá operátorka, pomohla mi vyriešiť všetky moje otázky. Ďakujem","[0.7470238208770752, 0.14940476417541504, 5.0, 0.5, 0.7470238208770752, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,V pohode tipek...,"[-0.1041666641831398, -0.0520833320915699, 2.0, 0.6666666865348816, 0.0, -0.1041666641831398, 0.0, -0.1041666641831398, 0.0, 0.0]"
1,"Chcel by som podakovat, hlavne preto lebo napravil chybu menej sluseneho pracovnika na pobocke za co by som ho ohodnotil najvacsim poctom podov aky sa da dat. Dakujem este raz a pekny den.","[-0.5868055820465088, -0.039120372384786606, 15.0, 0.4545454680919647, 0.3273809254169464, -0.9141865372657776, 0.25, -0.3125, 0.0, 0.0]"
0,nic máte vsetko fain škoda toho paušálu,"[-0.3333333432674408, -0.1666666716337204, 2.0, 0.2857142984867096, 0.0625, -0.3958333432674408, 0.0625, -0.3958333432674408, 0.0, 0.0]"
1,Vyborna komynikacia a ochota,"[-0.0138888880610466, -0.0069444440305233, 2.0, 0.5, 0.0416666679084301, -0.0555555559694767, 0.0416666679084301, -0.0555555559694767, 0.0, 0.0]"
1,"milá , ochotná","[0.8854166865348816, 0.4427083432674408, 2.0, 1.0, 0.8854166865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Bol som spokojný z odpoveďami na otázky.    Aj prístup bol ústretový,","[0.3487103283405304, 0.0435887910425663, 8.0, 0.7272727489471436, 0.3487103283405304, 0.0, 0.21875, 0.0, 0.0, 0.0]"
1,"Vybavenie bez čakania, milý prístup","[0.4201388955116272, 0.08402778208255768, 5.0, 1.0, 0.5868055820465088, -0.1666666716337204, 0.5416666865348816, -0.1666666716337204, 1.0, 0.0]"
1,Pekný prístup,"[0.4305555522441864, 0.2152777761220932, 2.0, 1.0, 0.4305555522441864, 0.0, 0.4166666567325592, 0.0, 0.0, 0.0]"
1,Chalanisko s profesionálnym prístupom,"[-0.1111111119389534, -0.03703703731298447, 3.0, 0.75, 0.0496031753718853, -0.1607142835855484, 0.0357142873108387, -0.1607142835855484, 0.0, 0.0]"
0,"Nejde o Luciu. Ide o to, ze ked chcem riesit nejaky problem s Vasou spoločnosťou, musim platit za hovor. Zda sa mi nespravodlive, ze ked vam uhradim vo stvrtok peniaze, a vy mi v utorok poslete sms a mail, ze sa tak nestalo a ze vas mam kontaktovat, ze mam za to platit. A navyse ani som nic nevybavil, Lucia povedala, ze mam naozaj neuhradene a mam si skontrolovať platbu. Peniaze steuz mali na ucte od pondelka myslim, len ste to nesparovali, lebo uz o hodinu bolo vsetko ok. A este mi nauctujete aj poplatok za omeskanie..","[-0.18090447783470154, -0.004307249560952187, 42.0, 0.4329896867275238, 0.7193931341171265, -0.9002976417541504, 0.20000000298023224, -0.1875, 0.0, 0.0]"
0,nevedela sa vykoktat ze mi pride smska o nedostupnosti aj ked mam mobil stale pri sebe,"[-0.4583333432674408, -0.09166666865348816, 5.0, 0.3125, 0.0, -0.4583333432674408, 0.0, -0.4583333432674408, 0.0, 0.0]"
1,Vybavenie požiadavky ku všetkej spokojnosti,"[0.16586539149284363, 0.04146634787321091, 4.0, 0.800000011920929, 0.16586539149284363, 0.0, 0.10000000149011612, 0.0, 0.0, 0.0]"
1,Pekne a rychlo.Pozdravujem,"[0.3194444477558136, 0.1597222238779068, 2.0, 0.5, 0.375, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"Matúš je veľmi ochotný a empatický človek, pôsobí na zákazníka príjemne..držím palce v osobnom aj pracovnom živote, nech mu to vydrží a nech sa mu  darí..  prajem pekný deň  <SIGNATURE> s manželom :)","[1.3782345056533813, 0.05512937903404236, 25.0, 0.7575757503509521, 1.7610738277435303, -0.3828393816947937, 0.4166666567325592, -0.1607142835855484, 0.0, 0.0]"
1,"dobre vybavil,  bol mily, vysvetlil a zodpovedal vsetky otazky, vsimol si ze mi nie je dobre a tak mi doniesol vodu a predtym aj stolicku s tym ze to dlhsie trva(brala som telefon,  novy program a aj tablet).","[0.24563488364219666, 0.012281743809580803, 20.0, 0.5128205418586731, 0.8035714030265808, -0.5579365491867065, 0.3125, -0.17499999701976776, 0.0, 0.0]"
1,"Jasne, ze som bol spokojny, Martina bola velmi mila a vybavila vsetko co mi na ociach videla. Mali ste na predajni 2x Nokia 6 a aj som ich obe kupil. Super, som nadmieru spokojny.","[0.5009559392929077, 0.025047797709703445, 20.0, 0.6060606241226196, 0.6120671033859253, -0.1111111119389534, 0.2083333283662796, -0.0555555559694767, 0.0, 0.0]"
1,Rychlo vybavil poziadavku Odporucil moje <COMPANY4> v mobile na kontrolu spotreby,"[0.023148147389292717, 0.005787036847323179, 4.0, 0.3636363744735718, 0.023148147389292717, 0.0, 0.023148147389292717, 0.0, 0.0, 0.0]"
1,"Lebo nebola formálna ani stroha, dalo sa s ňou obyčajne ľudský poradiť, prajem vicej takýchto ústretových a empatickych pracovnikov.","[0.2599206566810608, 0.02599206566810608, 10.0, 0.5263158082962036, 0.663690447807312, -0.4037698209285736, 0.375, -0.1607142835855484, 0.0, 0.0]"
1,Ochotna a prijemna obsluha,"[-0.0555555559694767, -0.02777777798473835, 2.0, 0.5, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,"S prácou som spokojný,vysvetlenie otázok  bolo presvedčivé.","[0.21955646574497223, 0.02744455821812153, 8.0, 1.0, 0.4044642746448517, -0.18490782380104065, 0.21875, -0.1607142835855484, 0.0, 0.0]"
1,Chcem podakovat Anne Machovej za profesionalny a velmi ochotny pristup. Takto si predstavujem sluzby zakaznikom. Skoda ze to nie je samozrejmost.,"[-0.28859126567840576, -0.048098545521497726, 6.0, 0.2857142984867096, 0.0357142873108387, -0.32430553436279297, 0.01785714365541935, -0.17499999701976776, 0.0, 0.0]"
1,Vďaka za ochotu a pomoc na úvod :),"[0.0069444440305233, 0.0023148145992308855, 3.0, 0.4285714328289032, 0.0625, -0.0555555559694767, 0.0625, -0.0555555559694767, 0.0, 0.0]"
0,Nie som spokojna,"[0.061607152223587036, 0.02053571678698063, 3.0, 1.0, 0.2366071492433548, -0.17499999701976776, 0.21875, -0.17499999701976776, 0.0, 0.0]"
1,Výborný prístup k zákazníkovi,"[1.0235042572021484, 0.2558760643005371, 4.0, 1.0, 1.0235042572021484, 0.0, 1.0, 0.0, 1.0, 0.0]"
0,"nie je to na konkretneho cloveka, ale system.ked sa pytate na kontaktny telefon, tak nasledne neposielajte sms s heslom na cislo v zmluve, ale na tento kontaktny telefon.","[-0.30396825075149536, -0.033774249255657196, 9.0, 0.3103448152542114, 0.0317460335791111, -0.33571428060531616, 0.01785714365541935, -0.17499999701976776, 0.0, 0.0]"
1,výborne,"[0.25, 0.25, 1.0, 1.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,Ochota obsluhujuceho personalu,"[0.0416666679084301, 0.0416666679084301, 1.0, 0.3333333432674408, 0.0416666679084301, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
1,Hlavne bagety dobry vyber aj inej potraviny,"[0.03125, 0.0052083334885537624, 6.0, 0.8571428656578064, 0.125, -0.09375, 0.125, -0.09375, 0.0, 0.0]"
1,Super personál :-),"[0.07500000298023224, 0.03750000149011612, 2.0, 1.0, 0.07500000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Veľmi ochotný pán. Poradil, pomohol. Boli sme spokojný.","[0.8160714507102966, 0.10200893133878708, 8.0, 1.0, 0.8160713911056519, 0.0, 0.34375, 0.0, 0.0, 0.0]"
1,čistá s dobrým personálom,"[0.6088078022003174, 0.15220195055007935, 4.0, 1.0, 0.7695221304893494, -0.1607142835855484, 0.5852272510528564, -0.1607142835855484, 1.0, 0.0]"
1,"rýchle a vecné vybavenie požiadavky, ďakujem za ochotu","[0.41140875220298767, 0.06856812536716461, 6.0, 0.75, 0.4669643044471741, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"dobrý deň, pokiaľ sa jedna o dnešný telefonát tak áno s odpoveďou aj s vybavením daného pracovníka som spokojný...  a či budem  spokojný aj naďalej tak to vám dám vedieť o par dni keď bude vybavená moja požiadavka zo strany Vášho reklamačného oddelenia..","[1.0675910711288452, 0.03954041004180908, 27.0, 0.6279069781303406, 1.585200309753418, -0.5176091194152832, 0.5852272510528564, -0.1607142835855484, 1.0, 0.0]"
1,"Príjemné vystupovanie, trpezlivosť, ponúka rôznych možností. Som veľmi spokojná","[0.4107142686843872, 0.0456349179148674, 9.0, 1.0, 0.5794642567634583, -0.16875000298023224, 0.2678571343421936, -0.09375, 0.0, 0.0]"
1,Friendly and competent.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Super rychla obsluha,"[0.07500000298023224, 0.03750000149011612, 2.0, 0.6666666865348816, 0.07500000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,☺,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Príjemné vystupovanie a ochota vždy poteší,"[0.389384925365448, 0.06489748507738113, 6.0, 1.0, 0.476190447807312, -0.0868055522441864, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,"Veľmi slušný, veľmi ochotný, príjemný.","[1.1157737970352173, 0.22315475344657898, 5.0, 1.0, 1.1157737970352173, 0.0, 0.3541666567325592, 0.0, 0.0, 0.0]"
1,"Príjemné vystupovanie, ochota, kompetentnosť, trpezlivosť a milý úsmev.","[1.1185516119003296, 0.1398189514875412, 8.0, 1.0, 1.2678571939468384, -0.1493055522441864, 0.5416666865348816, -0.09375, 1.0, 0.0]"
1,Ochotny personal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,ziadne dlhe cakanie dostatok stojanov,"[0.05416666716337204, 0.02708333358168602, 2.0, 0.4000000059604645, 0.0833333358168602, -0.02916666679084301, 0.0833333358168602, -0.02916666679084301, 0.0, 0.0]"
1,Na všetky moje pripomienky a otázky som dostal jasnú a promptnú odpoveď. Ďakujem.,"[0.4948142170906067, 0.054979357868433, 9.0, 0.692307710647583, 0.7934253215789795, -0.2986111044883728, 0.375, -0.1875, 0.0, 0.0]"
1,Dobrý prístup k zákazníkovi.,"[0.6087315082550049, 0.15218287706375122, 4.0, 1.0, 0.6087315082550049, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
0,Dobrý deň..s asistentom bola komunikácia dobrá..len doteraz nás nikto nekontaktoval ohľadom mojej požiadavky..a stále mám problémy so sieťou. Výrazne sa zhoršila. Stále vypadáva a je problém sa počas hovoru dorozumiet.,"[0.4193677306175232, 0.017473654821515083, 24.0, 0.7272727489471436, 1.55503249168396, -1.135664701461792, 0.5852272510528564, -0.1875, 2.0, 0.0]"
1,Test Mišo B.,"[0.048076923936605453, 0.024038461968302727, 2.0, 0.6666666865348816, 0.048076923936605453, 0.0, 0.048076923936605453, 0.0, 0.0, 0.0]"
1,Pani bola veľmi príjemná a milá.  Ďakujem za profesionálne vybavenie mojej žiadosti,"[0.9592442512512207, 0.09592442214488983, 10.0, 0.8333333134651184, 1.01479971408844, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"Personal je na tejto prevadzke velmi ochotny a prijemny. Nikdy som nemal problem, prave naopak, vzdy sa snazili pomoct - dokonca raz ked som zistil, ze nemam pri sebe penazenku a ani platobnu kartu a uz som mal natankovane PHM. Umoznili mi bez problemov si zbehnut domov po penazenku a samozrejme som sa vratil :o). Bolo to este minuly rok v lete, ale DAKUJEM!","[-0.8357901573181152, -0.028820350766181946, 29.0, 0.460317462682724, 0.41559872031211853, -1.2513889074325562, 0.15625, -0.3125, 0.0, 0.0]"
1,veľmi pekný dizajn predajne,"[0.5541666746139526, 0.13854166865348816, 4.0, 1.0, 0.5541666746139526, 0.0, 0.4166666567325592, 0.0, 0.0, 0.0]"
1,"Bola milá, ústretová a poskytla všetky potrebné informácie","[0.9244228005409241, 0.15407046675682068, 6.0, 0.75, 0.9799783825874329, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Som spokojni s ochotou a odbornostou,"[-0.1567460149526596, -0.0391865037381649, 4.0, 0.6666666865348816, 0.0595238134264946, -0.2162698358297348, 0.0416666679084301, -0.1607142835855484, 0.0, 0.0]"
1,Moja požiadavka bola vybavená rýchlo a s konečným výsledkom som bola úplne spokojná :-D,"[0.12688493728637695, 0.010573744773864746, 12.0, 0.8571428656578064, 0.4431547522544861, -0.3162698447704315, 0.21875, -0.1607142835855484, 0.0, 0.0]"
1,"Katarinka bola velmi mila,prijemna, bola z nej citit ochota pomoct a poradit, som velmi spokojna, aj celkovo som velmi milo prekvapena s pristupom spol.<COMPANY4>, budem vrelo odporucat vsetkym svojim znamim. Dakujem","[-0.210317462682724, -0.01617826707661152, 13.0, 0.39393940567970276, 0.255952388048172, -0.466269850730896, 0.0625, -0.25, 0.0, 0.0]"
1,Tohto pracovníka si vážte..zakaždým pomohol k mojej úplnej spokojnosti...ďakujem,"[0.5524725914001465, 0.09207876771688461, 6.0, 0.5454545617103577, 0.5524725914001465, 0.0, 0.30000001192092896, 0.0, 0.0, 0.0]"
1,"Kristínka je veľmi komunikatívna a ochotná pomôcť Dúfam,ze mojej požiadavke tlmocenej cez ňu bude vyhovené Dakujem","[0.30114084482192993, 0.030114084482192993, 10.0, 0.5882353186607361, 0.6223214268684387, -0.3211805522441864, 0.34375, -0.25, 0.0, 0.0]"
1,"ochota personálu,príjemné prostredie","[0.3095237910747528, 0.0773809477686882, 4.0, 1.0, 0.3095237910747528, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
1,Bol ochotný mi poradiť a dôkladne vysvetliť čo som potrebovala.dakujem,"[0.30307537317276, 0.03367504104971886, 9.0, 0.8181818127632141, 0.7961309552192688, -0.4930555522441864, 0.34375, -0.4375, 0.0, 0.0]"
1,ochotný vybaviť reklamáciu,"[0.34375, 0.171875, 2.0, 0.6666666865348816, 0.34375, 0.0, 0.34375, 0.0, 0.0, 0.0]"
1,len ze dakujem.,"[-0.1875, -0.1875, 1.0, 0.3333333432674408, 0.0, -0.1875, 0.0, -0.1875, 0.0, 0.0]"
1,"Bol veľmi ochotný a ústretový, naozaj si zaslúži veľkú pochvalu.","[0.6748015880584717, 0.11246693134307861, 6.0, 0.6000000238418579, 0.7303571701049805, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,mila obsluha,"[0.5416666865348816, 0.2708333432674408, 2.0, 1.0, 0.5416666865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,Vsetko fajn :),"[0.3125, 0.3125, 1.0, 0.5, 0.3125, 0.0, 0.3125, 0.0, 0.0, 0.0]"
1,Dakujeme za ustretove jednanie a odborne vysvetlenie.,"[-0.03055555559694767, -0.010185184888541698, 3.0, 0.4285714328289032, 0.02500000037252903, -0.0555555559694767, 0.02500000037252903, -0.0555555559694767, 0.0, 0.0]"
1,Lenka mi pomohla a bola velmi mila a ochotna ;),"[0.0496031828224659, 0.00992063619196415, 5.0, 0.5555555820465088, 0.1607142984867096, -0.1111111119389534, 0.1428571492433548, -0.0555555559694767, 0.0, 0.0]"
1,Mile sympaticke dievca,"[0.375, 0.375, 1.0, 0.3333333432674408, 0.375, 0.0, 0.375, 0.0, 0.0, 0.0]"
1,Pozitívne naladený -s úsmevom.,"[-0.0357142798602581, -0.011904760263860226, 3.0, 0.75, 0.125, -0.1607142835855484, 0.0833333358168602, -0.1607142835855484, 0.0, 0.0]"
